Stations,index1,index2,index3,index4
BL板橋,17795.639846743295,1.7466287169534536,1.4360787158264918,0.5895042333799428
七張,8891.716475095785,2.1749108572260223,1.881518259111314,0.6529607276171108
三民高中,8419.486590038314,5.95979641847314,4.481509957274979,0.8175685152823968
三和國中,8861.015325670498,9.274651614041277,4.96518802545364,0.8323606907723664
三重,3437.785440613027,2.8065766441610407,1.8987582318982885,0.6550246967836509
三重國小,7996.839080459769,7.551836508663379,4.705147048878027,0.8247196800656242
土城,4689.9731800766285,4.458283030779625,2.9500880869349366,0.7468410886057105
士林,9424.47509578544,0.9605005033623388,0.7872561056012658,0.4404830976008435
大安,6170.80459770115,0.3460247040878484,0.4240862717940684,0.2977953514430015
大安森林公園,2723.310344827586,0.7112564727137811,0.7983726669145257,0.4439417266524054
大坪林,9277.455938697318,1.1146657407973104,1.1291863886699713,0.5303370314025607
大直,3454.5862068965516,1.0158615925964767,0.8829790567815249,0.46892664769769327
大湖公園,2098.6513409961685,5.044321917081964,2.9807792773182413,0.7487929045205247
大橋頭站,5497.842911877395,1.1108807088599404,1.09649587325021,0.5230136091564569
小南門,2991.9616858237546,0.3183618292259819,0.46445492556488016,0.31715207990148775
小碧潭,1341.5325670498084,2.6732145395952798,1.7909424774687221,0.6416980973011807
中山,7176.0344827586205,0.3782610967324188,0.43690675860717587,0.30406061909728843
中山國小,5760.528735632184,0.5762704225352113,0.7432620621434155,0.4263627817549949
中山國中,5516.735632183908,0.6170201447013761,0.8143469413378911,0.44883749782574406
中正紀念堂,7844.206896551724,0.35376348511947986,0.521958937510899,0.3429520499183383
丹鳳,6976.022988505747,8.754310931924053,5.299602400731164,0.8412598230193171
內湖,5226.061302681992,5.018305861805479,2.822513026168216,0.7383919967952535
公館,7385.992337164751,0.634261886081482,0.6425406390928574,0.3911870572941926
六張犁,5427.371647509579,1.2419959702182928,1.251124121966019,0.5557774934566245
文德,2595.6666666666665,0.9795174150230802,1.3041341500506276,0.5659974919524423
木柵,2181.310344827586,0.9940834984162632,1.3048566386284977,0.5661335359256666
北投,9728.3678160919535,2.1028288871586827,1.6925272549718866,0.628601716787286
北門,4057.360153256705,0.5339496375742683,0.6599812906695783,0.39758357180240567
古亭,10760.47509578544,0.6566018578657462,0.7615352160185513,0.43231336455468927
台大醫院,6096.015325670498,0.29605489876651503,0.3548981005749088,0.2619371157316693
台北101/世貿,4926.586206896552,0.1892849327831675,0.26669947937310723,0.21054676639252864
台北小巨蛋,4273.268199233717,0.18305590508718317,0.2896183831302394,0.2245768104105807
台北車站,48749.877394636016,0.9682249182126504,0.9046089225111061,0.474957830880282
台北橋,5371.681992337165,4.820860280212719,3.029327243027406,0.75181961164101
台電大樓,6089.0344827586205,1.007683263731306,0.9915874316240942,0.49788797412498087
市政府,10897.716475095784,0.22110526991546872,0.33277576341002063,0.24968623570898785
民權西路,6646.681992337165,0.35386311259047526,0.5383719219756954,0.34996213482905797
永安市場,17306.66283524904,7.331410038008681,3.8516147736332504,0.793883058186187
永春,8044.153256704981,1.2400148734122343,1.0335273523492974,0.5082436443037178
永寧,7788.961685823755,2.5477822572274373,2.1066081531988976,0.6781055251624533
石牌,13129.51724137931,1.2063218702718015,1.0012815500619736,0.5003201823506377
先嗇宮,1437.9808429118773,0.3253854514070175,0.49181193595265765,0.32967421971898286
江子翠,15436.938697318008,3.753962529107002,2.9049229615636967,0.7439130016538003
竹圍,5209.260536398468,3.1917211868887128,2.2288766739726658,0.6902947678179221
行天宮,6989.137931034483,0.21974823365509005,0.39834566113284153,0.2848692367022685
西門,20195.64367816092,0.8220346899797005,0.9279486664440274,0.48131399066530484
西湖,3080.8314176245212,0.1427077703967331,0.23318514523014106,0.18909175652340773
辛亥,2243.379310344827,6.825954428851668,4.399146499973702,0.8147855406396418
亞東醫院,15789.390804597702,3.377369358299294,2.394720265538253,0.705424918173208
奇岩,4881.946360153256,1.2304111714507369,1.4765558910986318,0.5962134335048714
府中,17546.486590038316,5.387583371270423,3.2650956828125994,0.7655386714934015
忠孝復興,7567.934865900383,0.4243297337598774,0.39623728929161045,0.2837893618302115
忠孝敦化,5220.712643678161,0.20574029631971488,0.312358604254211,0.23801314918167402
忠孝新生,7012.214559386973,0.3080275044214018,0.43868949343519476,0.304922984033007
忠義,1224.536398467433,0.35917556827175356,0.6057672260529717,0.37724473150567867
昆陽,5139.727969348659,0.4813847167342822,0.7308418577486827,0.42224646606322164
明德,6592.708812260536,1.2783736808487358,1.4507060896544166,0.5919543333974358
東門,6935.486590038315,0.5115553111425553,0.6006918288665993,0.37527012884918065
東湖,5086.11877394636,2.5444372547811263,2.589284564865872,0.7213929456057577
松山,9282.858237547893,1.081654041511899,1.019487795774734,0.5048249352671275
松山機場,1903.590038314176,0.5107245784164817,0.661222105106256,0.39803353391084484
松江南京,6408.819923371648,0.11683830624615436,0.24527591124210463,0.1969651135365281
芝山,10068.337164750958,1.4998059820181002,1.2453307843846246,0.5546313233869151
信義安和,4791.888888888889,0.33919519806852405,0.5052015420833312,0.3356371409134274
南京三民,6697.915708812261,0.37190278399863047,0.498072704717963,0.33247565565366427
南京復興,7896.268199233717,0.1690255003429141,0.3106736901641489,0.23703359005035046
南港,7413.83908045977,1.3601828323723417,1.078223967182075,0.5188199078678082
南港展覽館,13891.37164750958,0.9018256205870441,1.044127751900837,0.5107937852367109
南港軟體園區,971.4827586206897,0.14631997925473456,0.268767065787019,0.2118332616241912
南勢角,15466.605363984674,9.129086438251056,4.978662262878061,0.8327385030244857
後山埤,8082.624521072797,2.274283276568884,1.734233512135972,0.6342667897377924
科技大樓,5344.708812260536,0.780814608615067,0.8232474913999709,0.45152810865399556
紅樹林,5566.0191570881225,2.437201980218067,1.8961790073825013,0.6547174751799004
徐匯中學,8144.0344827586205,8.368717243749463,4.533863309628733,0.8192944162064802
海山,14433.911877394636,5.069326793635794,3.8745130184014256,0.7948513018172335
迴龍,7130.340996168582,4.992297129597675,3.5163458340891225,0.7785820579876641
動物園,2269.0344827586205,0.9901790529115521,0.5888726146760254,0.3706229242273761
唭哩岸,4524.91570881226,4.581752408696379,2.9749310427346116,0.748423308669014
國父紀念館,4651.498084291188,0.2944182496386721,0.39273465426607373,0.2819881397099523
淡水,17436.66283524904,2.4951969903462903,1.7735571774411028,0.639452177826525
頂埔,4935.295019157088,1.8485344119116298,1.7943052477472141,0.642129291062168
頂溪,22221.36398467433,6.43016557501109,3.309649026697345,0.7679625431664583
善導寺,4745.727969348659,0.23939822385926807,0.33059817735746727,0.24845831219611805
復興崗,2233.107279693487,2.1498071964230796,2.3451346305505933,0.7010583697089032
景安,16971.157088122607,4.776619847337631,3.603921664347841,0.7827938716368987
景美,7936.390804597701,2.073907009021513,1.5522182489606409,0.6081839786204657
港墘,4186.030651340996,0.2821070487285135,0.39201864373635403,0.2816188170325984
菜寮,6256.927203065135,3.807879500996136,2.737228675349056,0.7324220466903593
象山,4325.662835249042,0.4772940371682574,0.610433181238419,0.3790490585700659
圓山,11556.770114942528,1.0450695729216317,1.0944796633595033,0.5225544475347066
新北投,1852.1992337164752,0.8955727970326511,0.8207426724255019,0.4507735688603101
新店,7686.068965517241,4.190241154208869,2.707121959645467,0.7302489610847237
新店區公所,6965.256704980843,3.92073500943038,2.8374241842490533,0.7394085323940569
新埔,24713.226053639846,4.2216669644585405,2.784088853936328,0.7357355922127018
新莊,6731.816091954023,3.9971698396042576,3.1388243280662422,0.7583854928998102
萬芳社區,1865.4176245210729,6.2618407578085,5.0058502380193515,0.833495681648934
萬芳醫院,7342.432950191571,2.3264575741801146,1.6007422448940385,0.6154943835886578
萬隆,6030.919540229885,4.265071937866055,2.949359095670031,0.7467943593439319
葫洲,4687.793103448276,2.312667752260093,1.975062996282372,0.6638726637891043
輔大,4252.134099616858,1.1191647428114917,0.92244082053328,0.47982794095965847
劍南路,2985.6436781609195,0.6710966236544039,0.5955620196066592,0.3732615920210223
劍潭,9880.149425287356,0.756991171391082,0.8575540319574282,0.46165765151593813
頭前庄,2976.662835249042,2.7187888613564968,2.134130864740139,0.6809322765522385
龍山寺,14111.417624521073,2.1819495953939434,1.6092383919325735,0.6167464026698862
雙連,6605.038314176245,0.34273779753451955,0.5300369599098277,0.3464210171374326
關渡,4774.620689655172,0.59604847913764325,0.7697799642096693,0.4349580059538249
蘆洲,10912.639846743295,11.790550783223852,6.677699261940712,0.8697526477812016
麟光,2734.777777777778,4.8817217193213835,3.091335493035826,0.7555810317432593
