Stations,Value_i_mean_sum,Value_o_mean_sum,Value_i_mean_max,Value_o_mean_max
亞東醫院,15789.390804597702,6593.417624521073,5391.808429118774,1596.4521072796936
奇岩,4881.946360153256,3306.3065134099616,1561.6934865900382,1269.2452107279694
府中,17546.486590038316,5373.9578544061305,5713.191570881226,1060.4367816091954
忠孝復興,7567.934865900383,19099.501915708814,1672.4980842911878,3941.5057471264367
忠孝敦化,5220.712643678161,16713.842911877393,1097.0766283524904,5332.3371647509575
忠孝新生,7012.214559386973,15984.459770114941,1608.2222222222222,5221.0344827586205
忠義,1224.536398467433,2021.463601532567,286.90421455938696,798.7854406130268
昆陽,5139.727969348659,7032.613026819923,1397.065134099617,2902.1800766283527
明德,6592.708812260536,4544.482758620689,1924.7164750957854,1505.5977011494253
東門,6935.486590038315,11545.83141762452,1586.007662835249,3100.3639846743295
東湖,5086.11877394636,1964.295019157088,1898.3256704980843,746.0689655172414
松山,9282.858237547893,9105.413793103447,3400.72030651341,3144
松山機場,1903.5900383141761,2878.896551724138,401.95785440613025,787.0344827586207
松江南京,6408.819923371648,26129.02298850575,1439.072796934866,12316.789272030652
芝山,10068.337164750958,8084.869731800766,3302.383141762452,2201.8735632183907
信義安和,4791.888888888889,9485.103448275862,1282.1877394636015,3780.088122605364
南京三民,6697.915708812261,13447.666666666668,1931.057471264368,5192.371647509579
南京復興,7896.268199233717,25416.597701149425,1890.4291187739464,11184.283524904215
南港,7413.83908045977,6875.9731800766285,2385.2030651340997,1753.5900383141764
南港展覽館,13891.371647509579,13304.283524904215,4376.386973180077,4852.808429118774
南港軟體園區,971.4827586206897,3614.590038314176,272.3984674329502,1861.6628352490422
南勢角,15466.605363984674,3106.5785440613026,5789.3448275862065,634.1647509578544
後山埤,8082.6245210727975,4660.6321839080465,2512.394636015326,1104.697318007663
科技大樓,5344.708812260536,6492.226053639846,1704.4674329501916,2182.934865900383
紅樹林,5566.0191570881225,2935.3869731800764,1844.7471264367816,756.911877394636
徐匯中學,8144.0344827586205,1796.2681992337164,2985.5478927203067,356.7509578544061
海山,14433.911877394636,3725.3486590038315,5179.628352490421,1021.7586206896551
迴龍,7130.340996168582,2027.7701149425286,2604.8505747126437,521.7739463601532
動物園,2269.0344827586205,3853.183908045977,830.1494252873563,838.383141762452
唭哩岸,4524.91570881226,1521.0153256704982,1470.3563218390805,320.91570881226056
國父紀念館,4651.498084291188,11843.869731800765,1124.6743295019157,3819.9885057471265
淡水,17436.66283524904,9831.463601532567,5211.9885057471265,2088.808429118774
頂埔,4935.295019157088,2750.5325670498087,1758.0766283524904,951.0651340996169
頂溪,22221.36398467433,6714.114942528736,7552.808429118774,1174.5900383141764
善導寺,4745.727969348659,14354.973180076628,1209.2490421455939,5051.203065134099
復興崗,2233.107279693487,952.2298850574713,696.3563218390805,323.91570881226056
景安,16971.157088122607,4709.080459770114,5953.260536398468,1246.3333333333333
景美,7936.390804597701,5112.934865900383,2450.3409961685825,1181.5095785440612
港墘,4186.030651340996,10678.141762452107,1327.9157088122606,4707.134099616858
菜寮,6256.927203065135,2285.862068965517,2182.27969348659,573.095785440613
象山,4325.662835249042,7086.218390804598,1312.5823754789271,2750.049808429119
圓山,11556.770114942528,10559.145593869733,2973.7394636015324,2845.4942528735633
新北投,1852.1992337164752,2256.735632183908,403.33716475095787,450.367816091954
新店,7686.068965517241,2839.2030651340997,2621.67816091954,625.6628352490421
新店區公所,6965.256704980843,2454.7816091954023,2413.295019157088,615.5210727969348
新埔,24713.226053639846,8876.593869731802,8690.616858237549,2058.574712643678
新莊,6731.816091954023,2144.6934865900384,2554.130268199234,638.9846743295019
萬芳社區,1865.4176245210729,372.64750957854403,749.6934865900383,119.72413793103448
萬芳醫院,7342.432950191571,4586.892720306513,2602.7088122605364,1118.7432950191571
萬隆,6030.919540229885,2044.823754789272,2053.5095785440612,481.4712643678161
葫洲,4687.793103448276,2373.4904214559388,1578.0191570881227,682.3371647509579
輔大,4252.134099616858,4609.6551724137935,1363.3141762452108,1218.1532567049808
劍南路,2985.6436781609195,5013.153256704981,952.088122605364,1418.704980842912
劍潭,9880.149425287356,11521.31417624521,2278.9233716475096,3010.5019157088122
頭前庄,2976.662835249042,1394.7892720306513,1130.83908045977,415.93486590038316
龍山寺,14111.417624521073,8769.003831417624,3394.76245210728,1555.83908045977
雙連,6605.038314176245,12461.467432950192,1326.9770114942528,3871.697318007663
關渡,4774.620689655172,6202.578544061303,1124.5402298850574,1886.6590038314175
蘆洲,10912.639846743295,1634.191570881226,3933.616858237548,333.62452107279694
麟光,2734.777777777778,884.6590038314176,936,191.73563218390805
