Stations,index1,index2,index3,index4
BL板橋,12340.406666666668,1.7523093518483033,1.4200262362489837,0.5867813393833325
Y板橋,2374.2333333333336,1.1042987781708873,0.9174126405543607,0.47846385339835823
七張,6582.04,2.4136970119190053,2.0308795487784557,0.6700627709197374
十四張,499.73333333333335,0.6996115666810533,0.9190329066745133,0.4789041936060924
三民高中,6670.973333333333,6.344336678755165,4.55252957233849,0.8199019047135228
三和國中,6992.22,9.098101994748237,4.9424529591110655,0.8317193241779418
三重,3024.726666666667,3.3647448383326846,2.091412793458069,0.6765233028354667
三重國小,6303.44,8.112004394287426,4.487285843101894,0.8177605416242154
土城,4109.84,4.260582037332903,2.8969056178191304,0.743386138112413
士林,6977.573333333334,1.0250566806216372,0.857818203872753,0.46173420094849454
大安,4205.653333333334,0.31818979767982797,0.39239698496838304,0.2818140151153036
大安森林公園,2030.3466666666668,0.6804192013491539,0.7225501546871144,0.4194653796994138
大坪林,7805.586666666667,0.9715512727618909,1.059307726687934,0.5143999184578696
大直,2430.786666666667,1.0323975787349768,0.8886034796637804,0.47050822961629535
大湖公園,1625.68,4.9676086956521734,2.84913772958826,0.7402015541525012
大橋頭站,4106.746666666667,1.0810851275790783,1.0611876456735914,0.5148428130262723
小南門,2005.32,0.33826374081171784,0.456958562029347,0.31363868124901595
小碧潭,1098.0533333333333,2.376084056037358,1.6039185517718202,0.6159634104839584
中山,4738.2,0.3030733770802108,0.3509223233859341,0.2597649896748963
中山國小,4144.38,0.5663807784004705,0.7002660676951915,0.41185675642191844
中山國中,3818.62,0.6216742815414145,0.7518655761332268,0.4291799475806633
中正紀念堂,4688.36,0.3111830926646592,0.4535972492135866,0.3120515324715894
中和,1945.0866666666668,1.8346225907581577,1.6878669898587866,0.6279577807335855
中原,626.0533333333333,0.16118054583198896,0.29885401318155347,0.23009053376946353
丹鳳,5675.1466666666665,7.829020172195618,4.972615542782373,0.832569166249374
內湖,4158.366666666667,4.602166956012466,2.589000726367127,0.7213709117823934
公館,5141.34,0.6191338921968036,0.6340877641446527,0.38803776520324157
六張犁,3933.9333333333334,1.1813288595295515,1.1789750874606153,0.5410686401351181
文德,2057.7999999999997,1.2752593161736459,1.4999562652464207,0.5999930023170106
木柵,1737.0733333333333,1.3322386186159887,1.5029012758692293,0.600463666049828
北投,7480.34,2.258259720850791,1.7099874271345297,0.6309945979869825
北門,2998.866666666667,0.6177758662757278,0.7051721191846384,0.41354893811061744
古亭,7981.093333333333,0.6508890765646612,0.7560555097339073,0.43054191940007147
台大醫院,4339.2,0.2688134861277139,0.3364512068729339,0.25174971232969434
台北101/世貿,3042.9933333333333,0.17916981790680084,0.2475042118373914,0.1983994999687046
台北小巨蛋,2989.08,0.15570941904254054,0.26339823089951303,0.2084839320314538
台北車站,30438.413333333338,1.0115337796236559,0.9037302887554931,0.4747155067571467
台北橋,4483.68,5.367198972099852,3.1263021378069697,0.7576522594316188
台電大樓,4313.18,0.9584533113944879,0.9046567006402737,0.4749710015123262
市政府,7550.9,0.22366720376149007,0.30671898547015836,0.2347245191052311
民權西路,4564.033333333334,0.3202410523024457,0.4786721175877507,0.32371755164264415
永安市場,12857.62,7.0080195561224,3.8446294797526543,0.793585865713913
永春,6159.006666666666,1.1496133346859465,1.01638357725706,0.5040626142371549
永寧,5785.866666666667,2.4401446396921953,2.1159753849754726,0.6790732029457699
石牌,9739.18,1.0717789209235555,0.9784351087520722,0.4945500129995342
先嗇宮,1205.2933333333333,0.31440951122853367,0.4785594036867238,0.3236659971141211
江子翠,12595.38,4.32598353508412,3.000972099783183,0.7500607414747553
竹圍,4148.053333333333,2.808376650910062,2.1857398293444623,0.6861011716057891
行天宮,4922.946666666667,0.21379669602601026,0.36725161322408584,0.26860572675286737
