Stations index1 index2 index3
BL板橋 17795.639846743295 1.7466287169534536 1.4360787158264918
七張 8891.716475095785 2.1749108572260223 1.881518259111314
三民高中 8419.486590038314 5.959796418473139 4.48150995727498
三和國中 8861.015325670498 9.274651614041277 4.96518802545364
三重 3437.785440613027 2.8065766441610407 1.8987582318982885
三重國小 7996.839080459769 7.551836508663379 4.705147048878027
土城 4689.9731800766285 4.458283030779625 2.950088086934936
士林 9424.475095785441 0.9605005033623388 0.7872561056012659
大安 6170.80459770115 0.34602470408784847 0.4240862717940684
大安森林公園 2723.310344827586 0.711256472713781 0.7983726669145257
大坪林 9277.455938697318 1.1146657407973104 1.1291863886699713
大直 3454.5862068965516 1.0158615925964767 0.882979056781525
大湖公園 2098.6513409961685 5.044321917081964 2.9807792773182413
大橋頭站 5497.842911877395 1.1108807088599402 1.09649587325021
小南門 2991.9616858237546 0.3183618292259819 0.46445492556488016
小碧潭 1341.5325670498084 2.6732145395952798 1.7909424774687221
中山 7176.0344827586205 0.3782610967324188 0.43690675860717587
中山國小 5760.528735632184 0.5762704225352113 0.7432620621434155
中山國中 5516.735632183908 0.6170201447013761 0.8143469413378911
中正紀念堂 7844.206896551724 0.3537634851194798 0.521958937510899
丹鳳 6976.022988505747 8.754310931924053 5.299602400731164
內湖 5226.061302681992 5.018305861805479 2.8225130261682163
公館 7385.992337164751 0.634261886081482 0.6425406390928574
六張犁 5427.371647509579 1.2419959702182928 1.251124121966019
文德 2595.6666666666665 0.9795174150230801 1.3041341500506276
木柵 2181.310344827586 0.9940834984162632 1.3048566386284979
北投 9728.3678160919535 2.1028288871586827 1.6925272549718866
北門 4057.360153256705 0.5339496375742684 0.6599812906695783
古亭 10760.475095785441 0.6566018578657462 0.7615352160185513
台大醫院 6096.015325670498 0.29605489876651503 0.3548981005749088
台北101/世貿 4926.586206896552 0.1892849327831675 0.26669947937310723
台北小巨蛋 4273.268199233717 0.18305590508718317 0.2896183831302394
台北車站 48749.877394636016 0.9682249182126504 0.9046089225111061
台北橋 5371.681992337165 4.820860280212719 3.0293272430274065
台電大樓 6089.0344827586205 1.0076832637313058 0.9915874316240942
市政府 10897.716475095785 0.2211052699154687 0.3327757634100207
民權西路 6646.681992337165 0.35386311259047526 0.5383719219756954
永安市場 17306.66283524904 7.331410038008681 3.8516147736332504
永春 8044.153256704981 1.2400148734122343 1.0335273523492974
永寧 7788.961685823755 2.547782257227438 2.1066081531988976
石牌 13129.51724137931 1.2063218702718015 1.0012815500619736
先嗇宮 1437.9808429118773 0.3253854514070175 0.49181193595265765
江子翠 15436.938697318008 3.753962529107002 2.9049229615636967
竹圍 5209.260536398468 3.1917211868887128 2.2288766739726658
行天宮 6989.137931034483 0.21974823365509008 0.39834566113284153
西門 20195.64367816092 0.8220346899797005 0.9279486664440274
西湖 3080.8314176245212 0.1427077703967331 0.23318514523014106
辛亥 2243.3793103448274 6.825954428851668 4.399146499973703
亞東醫院 15789.390804597702 3.377369358299294 2.394720265538253
奇岩 4881.946360153256 1.2304111714507369 1.4765558910986318
府中 17546.486590038316 5.387583371270423 3.2650956828125994
忠孝復興 7567.934865900383 0.4243297337598774 0.3962372892916105
忠孝敦化 5220.712643678161 0.20574029631971488 0.312358604254211
忠孝新生 7012.214559386973 0.3080275044214018 0.4386894934351947
忠義 1224.536398467433 0.35917556827175356 0.6057672260529717
昆陽 5139.727969348659 0.4813847167342822 0.7308418577486827
明德 6592.708812260536 1.2783736808487356 1.4507060896544166
東門 6935.486590038315 0.5115553111425553 0.6006918288665993
東湖 5086.11877394636 2.544437254781126 2.589284564865872
松山 9282.858237547893 1.081654041511899 1.019487795774734
松山機場 1903.5900383141761 0.5107245784164817 0.661222105106256
松江南京 6408.819923371648 0.11683830624615436 0.24527591124210463
芝山 10068.337164750958 1.4998059820181002 1.2453307843846246
信義安和 4791.888888888889 0.339195198068524 0.5052015420833312
南京三民 6697.915708812261 0.37190278399863047 0.498072704717963
南京復興 7896.268199233717 0.16902550034291414 0.3106736901641489
南港 7413.83908045977 1.3601828323723417 1.078223967182075
南港展覽館 13891.371647509579 0.9018256205870441 1.044127751900837
南港軟體園區 971.4827586206897 0.14631997925473458 0.268767065787019
南勢角 15466.605363984674 9.129086438251056 4.97866226287806
後山埤 8082.6245210727975 2.274283276568884 1.7342335121359722
科技大樓 5344.708812260536 0.780814608615067 0.8232474913999709
紅樹林 5566.0191570881225 2.437201980218067 1.8961790073825013
徐匯中學 8144.0344827586205 8.368717243749463 4.533863309628733
海山 14433.911877394636 5.069326793635795 3.8745130184014247
迴龍 7130.340996168582 4.992297129597675 3.516345834089123
動物園 2269.0344827586205 0.9901790529115521 0.5888726146760254
唭哩岸 4524.91570881226 4.581752408696379 2.9749310427346116
國父紀念館 4651.498084291188 0.29441824963867214 0.3927346542660737
淡水 17436.66283524904 2.4951969903462903 1.773557177441103
頂埔 4935.295019157088 1.8485344119116296 1.7943052477472141
頂溪 22221.36398467433 6.43016557501109 3.309649026697345
善導寺 4745.727969348659 0.239398223859268 0.33059817735746727
復興崗 2233.107279693487 2.1498071964230796 2.3451346305505933
景安 16971.157088122607 4.776619847337631 3.603921664347841
景美 7936.390804597701 2.073907009021513 1.5522182489606409
港墘 4186.030651340996 0.2821070487285135 0.39201864373635403
菜寮 6256.927203065135 3.807879500996136 2.737228675349056
象山 4325.662835249042 0.4772940371682574 0.610433181238419
圓山 11556.770114942528 1.0450695729216317 1.0944796633595033
新北投 1852.1992337164752 0.8955727970326511 0.8207426724255019
新店 7686.068965517241 4.190241154208869 2.707121959645467
新店區公所 6965.256704980843 3.92073500943038 2.8374241842490533
新埔 24713.226053639846 4.2216669644585405 2.784088853936328
新莊 6731.816091954023 3.9971698396042576 3.1388243280662422
萬芳社區 1865.4176245210729 6.2618407578085 5.005850238019351
萬芳醫院 7342.432950191571 2.3264575741801146 1.6007422448940385
萬隆 6030.919540229885 4.265071937866055 2.949359095670031
葫洲 4687.793103448276 2.312667752260093 1.975062996282372
輔大 4252.134099616858 1.1191647428114917 0.92244082053328
劍南路 2985.6436781609195 0.6710966236544039 0.5955620196066592
劍潭 9880.149425287356 0.7569911713910819 0.8575540319574282
頭前庄 2976.662835249042 2.7187888613564972 2.1341308647401385
龍山寺 14111.417624521073 2.1819495953939434 1.6092383919325735
雙連 6605.038314176245 0.34273779753451955 0.5300369599098277
關渡 4774.620689655172 0.59604847913764325 0.7697799642096693
蘆洲 10912.639846743295 11.790550783223852 6.677699261940712
麟光 2734.777777777778 4.8817217193213835 3.091335493035826
