Stations,Value_i_mean_sum,Value_o_mean_sum,Value_i_mean_max,Value_o_mean_max
台北101/世貿,4665.149425287356,16792.69348659004,1071.5249042145595,5905.689655172414
台北小巨蛋,4143.582375478927,14806.153256704982,968.0421455938697,5204.681992337165
台北車站,47520.80842911878,52945.96551724138,11828.524904214559,12386.264367816091
台北橋,5233.934865900383,1697.521072796935,1761.2145593869732,341.0191570881226
台電大樓,6051.521072796935,5986.16091954023,1746.9233716475096,1697.8467432950192
市政府,10740.068965517241,31581.98084291188,2421.337164750958,10535.961685823755
民權西路,6692.628352490421,11915.547892720306,1529.3371647509578,4160.613026819923
永安市場,16828.264367816093,4383.501915708812,6188.800766283525,843.7394636015325
永春,7914.088122605364,7512.35632183908,2473.551724137931,1981.9731800766283
永寧,7146.363984674329,3525.689655172414,2178.1340996168583,869.2950191570882
石牌,12973.153256704982,12724.337164750958,3483.7586206896553,2873.352490421456
先嗇宮,1399.888888888889,2872.1417624521073,449.77777777777777,1378.0881226053639
江子翠,15319.333333333334,5226.275862068966,5325.0114942528735,1385.8697318007662
竹圍,5158.061302681992,2286.8199233716473,1496.72030651341,446.02681992337165
行天宮,6719.819923371648,16634.701149425287,1495.0038314176245,6708.237547892721
西門,19585.78544061303,21067.704980842915,4420.11877394636,5597.367816091954
西湖,3043.3141762452105,12999.63601532567,870.7203065134099,6018.697318007663
辛亥,2208.344827586207,495.04597701149424,858.5402298850574,129.29501915708812
亞東醫院,14407.900383141761,6103.3371647509575,4894.310344827586,1481.015325670498
奇岩,4866.310344827586,3402.4137931034484,1560.5632183908046,1309.7471264367816
府中,16830.70881226054,5114.64367816092,5625.800766283525,1024.0919540229886
忠孝復興,7338.727969348659,19252.973180076628,1642.5785440613026,3979.5555555555557
忠孝敦化,5186.0191570881225,17032.026819923372,1094.2988505747126,5427.494252873563
忠孝新生,6661.471264367816,15321.96551724138,1563.103448275862,5096.379310344828
忠義,1190.5708812260536,1719.3448275862067,296.632183908046,647.3218390804598
昆陽,5192.620689655172,6884.371647509578,1436.2222222222222,2842.9463601532566
明德,6485.812260536399,4425.091954022989,1902.9463601532566,1469.1072796934866
東門,6553.015325670498,11024.528735632184,1527.766283524904,2958.2260536398467
東湖,4928.187739463601,1843.5172413793105,1834.727969348659,713.0651340996169
松山,8954.6321839080465,8731.651340996168,3293.065134099617,3055.352490421456
松山機場,1793.367816091954,2855.3065134099616,371.9310344827586,816.9731800766283
松江南京,6073.597701149425,25164.86590038314,1348.5670498084291,11990.827586206897
芝山,9857.931034482759,7956.816091954023,3252.022988505747,2145.4980842911878
信義安和,4636.743295019157,8930.065134099617,1275.6130268199233,3566.770114942529
南京三民,6393.36398467433,13029.544061302682,1845.2030651340997,5042.727969348659
南京復興,7576.0114942528735,24455.47509578544,1824.4942528735633,10963.616858237549
南港,6823.402298850575,6364.015325670498,2244.383141762452,1636.4865900383143
南港展覽館,13398.704980842911,12333.812260536399,4264.777777777777,4564.697318007663
南港軟體園區,927.4444444444445,3270.76245210728,266.77777777777777,1698.6091954022988
南勢角,14839.793103448275,3032.655172413793,5573.52490421456,631.5555555555555
後山埤,7933.846743295019,4651.6628352490425,2526.950191570881,1067.2183908045977
科技大樓,5282.9808429118775,6416.6475095785445,1715.095785440613,2135.8429118773947
紅樹林,4357.651340996169,2055.295019157088,1491.471264367816,678.2145593869732
徐匯中學,7718.080459770115,1771.8122605363983,2846.153256704981,343.6704980842912
海山,14018.900383141761,3656.5057471264367,5018.19540229885,1053.360153256705
迴龍,6778.168582375479,1919.463601532567,2495.1111111111113,484.97318007662835
動物園,2217.0842911877394,3539.3486590038315,835.4214559386974,743.1915708812261
唭哩岸,4459.977011494253,1904.888888888889,1456.168582375479,516.0344827586207
國父紀念館,4558.681992337165,11649.095785440613,1115.6590038314175,3872.992337164751
淡水,17108.735632183907,9877.869731800765,5176.091954022989,1971.8620689655172
頂埔,4627.272030651341,2594.6590038314175,1617.7011494252874,915.5057471264367
頂溪,21729.624521072798,6532.708812260536,7463.157088122605,1144.2567049808429
善導寺,4522.919540229886,13816.084291187739,1129.9578544061303,4861.590038314176
復興崗,2191.0344827586205,889.7662835249042,716.4865900383141,302.95402298850576
景安,16579.383141762453,4544.11877394636,5855.0498084291185,1182.2988505747126
景美,7750.869731800766,4927.785440613026,2438.4712643678163,1097.7509578544061
港墘,4064.9655172413795,10256.122605363986,1291.712643678161,4556.567049808429
菜寮,5999.111111111111,2207.122605363985,2105.551724137931,553.551724137931
象山,4139.574712643678,6039.865900383142,1288.5095785440612,2340.8199233716473
圓山,11110.76245210728,10231.061302681992,2938.318007662835,2767.770114942529
新北投,1771.6858237547892,2159.7088122605364,407.62452107279694,432.9846743295019
新店,7295.24521072797,2814.1264367816093,2505.0038314176245,660.0229885057471
新店區公所,6709.92337164751,2306.057471264368,2340.6206896551726,576.6973180076628
新埔,23946.214559386972,8564.306513409962,8442.95785440613,2031.8582375478927
新莊,6512.214559386974,2133.030651340996,2489.777777777778,651.3639846743295
萬芳社區,1777.2183908045977,356.78160919540227,700.3716475095786,113.51340996168582
萬芳醫院,7350.908045977011,4592.674329501916,2621.4367816091954,1117.7777777777778
萬隆,5856.371647509579,1875.7318007662834,2017.9578544061303,422.36015325670496
葫洲,4474.260536398468,2254.4291187739464,1505.0268199233717,651.8084291187739
輔大,4064.8582375478927,4553.149425287356,1304.5977011494253,1162.632183908046
劍南路,2878.229885057471,4583.030651340996,943.7892720306513,1353.2222222222222
劍潭,9866.735632183909,11533.272030651342,2336.183908045977,3073.992337164751
頭前庄,2705.942528735632,1315.7164750957854,1023.7432950191571,399.8544061302682
龍山寺,13977.812260536399,8335.348659003832,3585.383141762452,1532.3295019157088
雙連,6425.432950191571,12187.574712643678,1273.7969348659003,3834.425287356322
關渡,4686.586206896552,6088.145593869732,1126.9540229885058,1904.9731800766283
蘆洲,10120.55938697318,1536.9693486590038,3653.3141762452105,311.4597701149425
麟光,2667.287356321839,816.3065134099617,925.0459770114943,184.48275862068965
